,Side,Win,First_Blood,First Tower,First_Inhibitor,First_Baron,First_Dragon,First_Rift_Herald,Tower_Destroyed,Inhibitor_Destroyed,Baron_Killed,Dragon_Killed,Vilemaw_Killed,Rift_Herald_Killed,Game_Duration,Total_Kills,Total_Deaths,Total_Assists,Total_Magic_Damage_Dealt,Total_Physical_Damage_Dealt,Total_True_Damage_Dealt,Total_Magic_Damage_To_Champions,Total_Physical_Damage_To_Champions,Total_True_Damage_To_Champions,Total_Heal,Total_Damage_Self_Mitigated,Total_Damage_Dealt_To_Objectives,Total_Damage_Dealt_To_Turrets,Total_Vision_Score,Total_Time_CCing_Others,Total_Magical_Damage_Taken,Total_Physical_Damage_Taken,Total_True_Damage_Taken,Total_Gold_Earned,Total_Minions_Killed,Total_Neutral_Minions_Killed,Total_Neutral_Minions_Killed_Team_Jungle,Total_Neutral_Minions_Killed_Enemy_Jungle,Total_Time_Crowd_Control_Dealt,Total_Champion_Level
9392,Blue,1,0,0,0,0,1,0,11,3,0,2,0,0,2098,58,39,68,209015,400394,27664,51693,92402,10757,46681,129474,36539,22687,47,126,27047,128438,1229,67604,423,48,13,14,1093,78
9393,Red,0,1,1,1,1,0,1,5,1,1,2,0,1,2098,38,58,35,99695,458741,32116,27048,88351,229,34153,145183,65800,14547,71,64,52940,121832,13768,59830,509,58,29,0,438,77
9394,Blue,1,0,0,0,0,0,0,4,0,0,0,0,0,1223,32,17,18,86146,191010,14796,13517,32705,374,4595,20281,13253,12155,20,20,26322,23722,1635,37616,318,52,25,16,204,58
9395,Red,0,1,1,0,0,0,0,2,0,0,0,0,0,1223,17,32,7,119031,94520,30793,26222,10253,1636,2950,21853,8237,8237,11,73,13517,42300,374,32183,362,0,0,0,439,53
9396,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,17,37,9,81403,81071,22111,23065,10710,1411,5425,34510,2588,1948,4,51,22956,48948,2942,27288,208,4,1,0,179,48
9397,Red,1,1,1,1,0,1,0,9,2,0,1,0,0,1254,37,19,18,97649,236494,28190,22957,40112,2943,13044,29799,39813,20828,43,72,23160,37339,1478,41969,428,56,12,25,547,59
9398,Blue,0,0,0,0,0,0,1,2,0,0,0,0,1,1533,16,36,17,136243,211049,28598,23231,27801,2963,15001,73122,18083,6414,86,82,34463,54760,7172,39096,468,90,75,0,475,59
9399,Red,1,1,1,0,1,1,0,4,0,1,3,0,1,1533,36,16,48,137887,385879,40887,32590,40433,7172,35152,41599,63497,9307,100,100,26864,52265,2964,54014,443,230,123,51,1336,70
9400,Blue,0,1,1,0,0,0,0,6,1,0,0,0,0,1746,36,40,46,153596,241311,21532,31480,52803,2378,19430,82712,28074,19824,87,93,32257,78657,4599,52621,426,71,42,20,796,67
9401,Red,1,0,0,1,0,1,0,7,2,0,4,0,0,1746,40,36,35,197253,326716,28390,31790,53397,4600,38397,70449,44020,18253,85,64,32625,81070,4379,56088,467,154,88,14,634,70
9402,Blue,1,0,1,0,1,0,0,6,0,1,3,0,0,1794,34,30,27,218503,272719,34502,42110,40166,4008,25947,59214,56039,11661,146,107,37805,58765,4926,54763,433,147,83,12,856,74
9403,Red,0,1,0,0,0,1,1,3,0,0,1,0,1,1794,29,35,21,173589,255924,32808,34878,28436,2928,27376,60862,35322,9136,68,157,42672,71368,4008,49095,453,114,81,4,909,71
9404,Blue,0,1,1,0,1,0,1,6,0,2,2,0,1,2850,63,57,84,851426,97922,70490,172543,16230,15277,65804,163737,89482,10480,221,276,87299,111857,41684,89684,797,243,147,24,1443,89
9405,Red,1,0,0,1,0,1,0,10,3,0,5,0,1,2850,57,63,73,482988,386625,159810,84690,71213,41685,100506,196435,85531,20299,238,236,175079,63932,15277,100524,721,248,145,29,1996,89
9406,Blue,1,1,1,1,1,1,1,8,1,1,4,0,1,2164,55,41,69,305129,307250,114377,74179,51243,7448,62796,188355,70228,15135,141,241,54143,113109,10612,71131,571,222,115,51,1768,83
9407,Red,0,0,0,0,0,0,0,1,0,0,1,0,0,2164,41,55,45,247197,330541,29907,51712,73127,8614,51672,91352,17720,2741,121,167,75700,85357,7447,61170,497,152,123,0,1133,77
9408,Blue,0,0,0,0,0,1,0,2,0,0,2,0,1,2371,33,44,51,435943,350521,84147,42928,38078,9886,32639,177114,27567,2934,188,164,62625,97695,11476,69271,804,177,146,0,1704,84
9409,Red,1,1,1,1,1,0,1,11,3,1,3,0,1,2371,44,33,71,315355,763197,58527,59989,66326,10836,33207,121676,97118,18334,162,181,47230,70683,14428,81671,815,337,203,47,1469,88
9410,Blue,1,1,1,1,1,1,0,10,4,1,3,0,1,2374,49,35,60,334375,541557,38252,52067,72208,7252,36176,100990,80729,20598,185,323,15928,107593,18677,76420,622,260,144,56,1486,84
9411,Red,0,0,0,0,0,0,1,5,0,1,3,0,1,2374,35,49,44,51452,763528,466702,13462,80072,18186,39708,186334,69057,13036,176,100,53058,93778,8082,73040,819,187,117,19,1095,83
9412,Blue,0,1,0,0,0,0,0,3,0,0,0,0,0,1878,19,38,22,180138,391372,38415,40090,41602,8639,24383,72534,20059,14254,95,98,43588,68168,10642,53026,641,119,102,1,889,72
9413,Red,1,0,1,1,0,1,0,7,2,0,4,0,0,1878,38,19,44,240940,594185,36345,40651,52678,10501,38125,105302,61803,17887,135,131,42758,76531,9180,63843,663,285,161,54,1404,78
9414,Blue,1,1,1,0,0,0,0,2,0,0,1,0,0,1077,21,8,42,138923,114928,30394,25701,12188,3045,21998,29333,17525,7878,40,62,18839,27889,2831,34189,343,99,70,4,1013,56
9415,Red,0,0,0,0,0,1,0,1,0,0,1,0,0,1077,8,21,8,116214,120638,24224,16988,8790,2832,13064,26359,13170,7992,55,66,27176,29022,3044,29606,387,84,69,0,796,50
9416,Blue,1,0,0,0,0,0,0,9,2,0,3,0,0,2457,40,40,72,409809,679456,58654,96057,79632,6675,100937,258446,60435,22574,168,203,100614,79204,20061,79973,818,265,184,24,2385,88
9417,Red,0,1,1,1,1,1,1,7,3,1,3,0,2,2457,37,40,56,561176,239513,163051,95665,34369,19368,89715,194889,69957,12366,184,313,98141,114554,6672,72560,717,248,174,18,3518,87
9418,Blue,0,0,0,0,1,1,0,5,1,1,1,0,1,2424,29,50,41,364750,553738,94775,34735,79572,11302,66290,103494,53918,13598,169,177,72771,87395,13929,72495,808,282,195,34,2056,86
9419,Red,1,1,1,1,0,0,1,8,2,1,5,0,1,2424,49,29,83,397681,486724,103470,66136,50317,13928,67996,160699,107484,23216,198,185,37732,124030,12545,80881,769,254,167,17,1873,90
9420,Blue,0,0,0,0,0,0,0,2,0,0,0,0,0,1898,30,45,38,258097,249033,18013,44889,41783,3711,40431,98630,10225,5050,132,136,46051,109185,5662,53608,594,147,115,5,1694,72
9421,Red,1,1,1,1,1,1,0,7,1,2,5,0,0,1898,45,30,62,174409,497806,37041,43278,76261,5703,30739,98930,84841,17069,130,165,48732,61621,6009,67514,625,190,98,30,1075,83
9422,Blue,0,1,1,0,0,1,1,7,0,0,3,0,1,1969,38,40,36,127449,622617,53538,37603,82079,3136,28757,81534,65618,16123,147,163,50561,87242,8239,60999,687,192,109,33,1032,77
9423,Red,1,0,0,0,1,0,0,5,0,1,1,0,0,1969,39,38,58,261462,442321,59666,47029,55363,8241,31265,102376,45160,14897,147,112,40266,106421,3136,66162,687,179,120,32,1774,84
9424,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,915,10,25,9,40625,108635,19119,6899,19229,2172,6412,33350,1312,1312,30,44,4402,40293,2081,23293,258,49,40,0,499,42
9425,Red,1,1,1,0,0,1,0,2,0,0,1,0,0,915,25,10,25,17583,245763,9561,3093,31775,2081,18455,24136,15230,6690,43,44,7505,38327,2171,32313,353,94,58,16,435,49
9426,Blue,1,1,1,1,1,0,1,11,4,1,3,0,1,1669,29,15,41,265496,280528,47317,44861,25016,9262,56282,49179,71225,23696,149,67,31715,63324,5112,55155,576,168,93,22,639,71
9427,Red,0,0,0,0,0,1,0,0,0,0,1,0,0,1669,15,29,18,190173,364576,50074,28822,36160,3168,29855,68878,10624,1902,124,71,46852,46687,9676,45619,631,136,119,0,1140,69
9428,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,954,4,16,6,78615,44503,6516,9872,6900,316,8037,15933,2894,0,18,53,12099,20357,778,19285,174,61,48,0,541,37
9429,Red,1,1,1,0,0,1,0,4,0,0,1,0,0,954,16,4,18,161938,120885,14333,11011,11815,778,11386,15218,20232,14825,39,49,12039,20961,316,32080,391,110,73,16,338,51
9430,Blue,0,0,1,0,0,0,0,2,0,0,0,0,0,1247,12,29,10,104832,199931,13688,10810,27646,1462,10768,40564,12152,9042,47,59,21668,43660,1720,35734,399,94,73,5,478,55
9431,Red,1,1,0,0,0,1,0,2,0,0,2,0,0,1247,29,12,39,175214,212178,13044,19858,30572,1670,25913,30649,25670,9234,71,59,12738,48339,1461,41410,382,142,80,24,523,61
9432,Blue,0,0,1,0,0,0,0,3,0,0,1,0,0,1992,23,42,18,342259,309624,14793,40407,46124,1957,41805,128881,21517,11549,103,80,32504,102129,3862,57859,656,147,101,14,1645,76
9433,Red,1,1,0,1,0,1,0,10,2,0,2,0,0,1992,42,23,43,165895,559832,16543,31260,81397,3863,41861,82787,50353,27453,178,126,41452,77571,1957,66462,682,180,107,31,817,81
9434,Blue,1,1,1,0,0,1,1,5,0,0,1,0,1,931,23,9,30,23971,231195,15021,4259,33336,2760,14404,26667,37069,13286,36,39,12785,30382,1160,35601,310,92,45,21,396,49
9435,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,931,9,23,6,45128,111026,14039,12297,15328,1160,11412,22624,6901,3729,33,36,5435,42605,2759,22961,276,56,47,0,199,43
9436,Blue,1,0,1,1,1,0,0,9,2,2,4,0,0,2058,52,44,72,215586,480990,18746,51739,72546,5271,58736,114642,83156,18374,147,72,8650,136277,5124,74273,577,176,100,28,1142,87
9437,Red,0,1,0,0,0,1,0,6,0,0,1,0,0,2058,44,53,44,12026,673450,38464,4717,102500,5126,28219,105428,34864,19665,129,88,56042,109893,5269,66873,619,207,124,32,1319,77
9438,Blue,0,0,1,1,0,0,0,8,2,0,2,0,0,1903,34,44,43,26356,635963,24351,4043,87939,10451,29491,122778,37200,17914,119,125,13275,118156,6989,68166,620,178,130,16,922,76
9439,Red,1,1,0,0,1,1,0,6,1,1,1,0,0,1903,44,34,66,40798,572209,49138,10516,81887,6472,35546,111933,46035,15433,118,108,6902,108810,10606,67652,631,162,119,0,1069,81
9440,Blue,0,1,1,0,0,0,0,3,0,0,0,0,0,1897,28,56,53,251571,218984,35619,58555,33857,2784,60749,130412,10506,5985,114,393,59502,100413,6298,57065,622,141,116,1,1327,69
9441,Red,1,0,0,1,1,1,0,4,1,2,2,0,0,1897,56,28,128,156618,385923,48326,58313,73120,6299,53876,138164,57658,10836,184,205,62084,63180,2784,69911,510,178,133,8,1283,82
9442,Blue,1,0,1,0,0,1,0,3,0,0,1,0,0,954,23,9,20,86115,162355,7882,15166,20377,2491,10064,19192,16668,9389,58,45,4925,33291,2242,34237,360,91,51,15,306,51
9443,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,954,9,23,8,13389,166284,10698,3669,17067,2122,7410,32720,2902,671,61,30,15914,35648,2490,24611,293,64,53,0,336,43
9444,Blue,1,0,1,1,1,0,1,11,3,1,1,0,1,2003,39,25,69,212445,433903,37164,36098,75470,9276,29061,97480,55741,15142,162,140,44479,70362,3113,74725,599,219,110,63,1341,79
9445,Red,0,1,0,0,0,1,0,1,0,0,3,0,0,2003,25,39,51,243609,284915,54433,42028,42605,2114,23807,131175,31720,4835,158,182,37399,101223,9276,56219,642,114,70,4,1370,74
9446,Blue,1,0,1,0,0,1,1,4,0,0,1,0,1,1087,26,16,35,86300,182438,34973,19003,27802,6582,25609,33011,29457,8758,54,72,16833,40478,2129,40000,380,84,45,9,479,55
9447,Red,0,1,0,0,0,0,0,1,0,0,0,0,0,1087,16,26,18,69464,148904,12491,16199,22132,2132,11233,32753,10054,7207,45,63,19796,38001,6581,30816,340,60,55,0,338,48
9448,Blue,0,1,0,0,1,0,0,2,0,1,1,0,0,2137,52,49,93,149963,430631,27167,50651,67372,12053,26495,171946,29368,5125,134,211,31559,129760,6054,69541,522,122,94,0,980,81
9449,Red,1,0,1,1,0,1,1,10,2,1,3,0,1,2137,49,53,77,137391,629943,55901,29700,105115,6056,47609,151735,80188,22167,159,158,53967,100962,14733,76592,563,241,130,51,1618,86
9450,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,1297,11,40,14,64389,163138,18729,14694,21431,1184,12997,61553,7018,3379,44,68,47949,49875,3710,31976,377,57,47,0,437,54
9451,Red,1,1,1,1,0,0,0,8,1,0,0,0,0,1297,40,11,41,195568,229994,34654,47481,39357,3711,17097,46978,13362,12577,78,86,15708,45784,9184,49404,492,111,57,39,926,62
9452,Blue,1,0,1,0,0,1,0,4,0,0,1,0,0,1136,30,20,31,43596,267882,23624,10966,46011,4525,13817,38678,26576,14394,51,74,19645,40331,3245,42883,423,94,57,12,822,57
9453,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,1136,18,30,24,95514,116918,13055,18520,17165,3247,13165,50419,1583,1583,56,77,11955,58700,4524,33307,319,69,60,1,974,51
9454,Blue,0,0,0,0,0,1,0,1,0,0,1,0,0,1428,17,34,18,91273,287849,10638,22924,37298,2590,19560,51844,14572,3554,84,74,34698,56939,5236,40343,460,124,93,4,538,63
9455,Red,1,1,1,0,0,0,0,4,0,0,1,0,0,1428,33,17,23,166824,257434,44747,32313,34376,5236,29292,41421,19024,8315,97,76,24645,56065,2590,47995,556,143,97,16,538,69
9456,Blue,1,0,1,1,0,0,1,5,1,0,1,0,1,1302,35,21,46,97173,276561,28686,16640,38217,2727,14666,36355,36181,12534,103,65,9025,52949,4249,51336,469,126,78,9,788,63
9457,Red,0,1,0,0,0,1,0,2,0,0,1,0,0,1302,21,35,23,63605,264924,25242,8541,35011,4249,17198,37572,19985,9008,81,41,18169,53727,2725,40874,446,96,86,0,572,60
9458,Blue,1,0,0,1,1,1,0,11,5,1,5,0,0,2619,61,65,87,359199,601159,80006,94454,95124,16040,65616,234906,98028,24551,165,257,73596,176377,17962,93770,840,209,111,35,2081,90
9459,Red,0,1,1,0,0,0,1,7,1,1,1,0,1,2619,65,61,104,306918,832919,63362,71226,132171,14282,66907,222839,74686,17870,187,184,97435,139585,16825,95689,734,243,143,54,2776,90
9460,Blue,1,1,1,1,0,0,1,10,2,0,3,0,1,1962,49,50,62,121183,553506,36054,34037,91908,5446,32450,174746,66989,20217,150,195,48351,108113,5153,69835,566,207,130,29,1216,78
9461,Red,0,0,0,0,1,1,0,3,0,2,1,0,0,1962,50,49,87,196598,307628,49312,44449,71022,5154,28500,209607,48285,8293,136,247,37342,120963,5445,69058,536,122,91,0,1492,83
9462,Blue,0,0,0,0,0,1,0,1,0,0,1,0,0,1691,29,37,51,230962,234728,15403,38405,33246,2051,30048,55919,18260,4645,103,55,35791,60884,4418,51379,538,82,70,0,718,68
9463,Red,1,1,1,1,1,0,1,11,3,2,2,0,1,1691,37,29,66,139757,400360,48192,34966,41222,4420,27349,86239,83845,27752,149,139,40659,55326,2049,63190,518,193,113,30,916,75
9464,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1669,21,34,22,55484,371809,22961,13601,38510,1962,20498,64285,8519,2024,80,57,42870,62722,2346,46314,549,114,88,8,736,69
9465,Red,1,1,1,1,1,1,0,11,2,1,3,0,0,1669,34,21,21,348507,318940,41329,40483,41843,2347,25787,60834,67052,21905,125,60,18453,68926,1961,58897,613,210,131,28,436,76
9466,Blue,1,1,0,0,0,0,0,0,0,0,0,0,0,198,2,0,1,3651,15513,774,700,1285,76,977,1094,0,0,1,2,825,2271,0,5438,35,16,16,0,77,13
9467,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,2,0,2720,12597,532,517,567,0,1203,1617,812,0,2,0,701,3376,76,4370,32,11,9,0,51,11
9468,Blue,0,1,1,0,0,1,0,5,0,0,2,0,0,1896,45,58,62,234532,319643,30996,40705,61702,8236,22982,103743,29192,14071,85,147,54509,93991,10300,64989,587,113,73,8,1292,78
9469,Red,1,0,0,1,0,0,0,11,3,0,3,0,0,1896,58,46,73,217521,400574,29883,53178,71134,10301,47876,86820,54052,22406,117,134,42035,91164,11851,71191,562,158,83,37,783,83
9470,Blue,1,1,1,0,0,1,1,2,0,0,1,0,1,963,28,12,36,107500,139164,16573,19515,25745,2139,13533,26342,27638,7325,45,82,13012,29760,1743,36519,367,80,37,16,947,51
9471,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,963,12,28,10,59880,120575,12873,12091,13822,1743,9049,39771,3841,986,24,56,20690,37743,2139,25651,279,70,54,8,572,45
9472,Blue,0,1,0,0,0,0,0,2,0,0,0,0,0,1631,20,51,29,212197,173264,15765,40141,36745,3782,21188,61712,7961,6761,96,155,34506,73949,11994,47405,497,95,79,0,1834,64
9473,Red,1,0,1,1,0,1,1,8,1,0,2,0,1,1631,50,20,83,93175,328659,58818,33860,50882,11996,18593,76939,49745,20581,145,114,40995,56131,3781,58381,506,108,60,17,615,72
9474,Blue,0,0,0,0,0,0,1,2,0,0,0,0,1,1223,16,25,19,64861,211276,14746,13220,17630,3119,20875,35464,21889,6214,50,42,34985,34075,1811,33285,331,86,63,1,600,56
9475,Red,1,1,1,0,0,1,0,6,0,0,2,0,0,1223,25,16,16,197533,241550,15168,34039,20703,1812,16619,39537,36585,18326,66,44,15912,42505,3119,44662,492,154,87,34,950,62
9476,Blue,0,1,1,1,1,0,1,7,1,1,0,0,1,2267,47,52,64,511197,257127,54161,129241,43949,11204,35458,139751,59860,13780,131,223,73919,96361,10970,71996,581,213,140,35,1816,82
9477,Red,1,0,0,0,0,1,0,9,1,1,5,0,0,2267,52,47,77,238630,488483,66899,72364,66067,10971,73778,150474,96022,27603,162,163,131671,78230,15202,82505,677,193,119,8,1505,89
9478,Blue,1,0,1,1,1,0,1,9,2,1,2,0,1,2016,51,36,63,334631,244231,39954,80261,30258,6316,31930,88103,62863,19449,141,113,50637,84290,3665,68353,545,130,91,0,868,81
9479,Red,0,1,0,0,0,1,0,4,0,0,2,0,0,2016,36,51,49,248942,430067,26545,48711,61112,3666,22926,108843,41248,12176,121,122,82960,56807,6315,64701,622,196,134,23,714,79
9480,Blue,0,0,0,0,0,1,0,6,1,0,1,0,0,2196,52,48,63,282466,342892,77656,61723,54116,13268,34546,164692,33167,14967,132,157,65966,75747,29177,72796,589,220,133,34,1621,83
9481,Red,1,1,1,1,1,0,0,7,1,2,3,0,0,2196,48,52,63,293734,370781,99732,63907,52312,28131,48079,99972,74042,19565,223,121,64078,84781,14267,77071,659,164,110,8,668,86
9482,Blue,0,0,1,0,0,1,1,4,0,0,4,0,1,2010,22,35,30,170085,507979,61795,24055,41025,5828,33522,125623,52137,12971,113,82,44250,84225,4602,59234,757,171,116,4,595,78
9483,Red,1,1,0,1,1,0,0,11,4,1,1,0,0,2010,35,22,55,219631,480685,37201,42600,58683,4601,29368,73486,66268,31345,141,139,26369,59437,6009,67471,746,162,104,28,915,82
9484,Blue,0,1,0,0,0,0,0,1,0,0,0,0,0,1558,23,47,19,30728,309101,17805,9594,43973,5685,6987,93602,8099,6159,79,102,28829,101011,3119,42207,414,69,59,0,1021,62
9485,Red,1,0,1,1,0,1,1,11,3,0,3,0,1,1558,47,23,34,151747,427175,17759,28062,82804,3121,22246,99553,52585,18216,69,61,10742,78107,5684,59625,536,148,76,33,784,71
9486,Blue,0,0,0,0,0,1,0,3,0,0,2,0,0,1957,39,54,53,92941,465592,43025,25247,69656,11326,21553,104379,26222,8533,130,114,87625,71275,5155,64546,620,106,70,8,988,77
9487,Red,1,1,1,1,1,0,0,10,3,2,3,0,0,1957,54,39,82,378062,394374,32001,87019,49417,5157,40278,108701,80582,23577,134,267,28279,99268,13325,78312,579,238,135,43,1382,87
9488,Blue,1,1,0,0,1,1,0,9,2,2,2,0,0,2165,42,32,74,304075,378368,90051,62641,47189,11507,44756,96863,69506,22555,175,108,33752,100044,5642,73241,627,177,123,16,1004,88
9489,Red,0,0,1,1,0,0,1,6,1,0,2,0,1,2165,32,42,34,157993,579674,35748,29806,68586,5645,40100,110348,48799,14716,143,77,64895,80035,12638,66199,658,191,125,19,934,81
9490,Blue,1,1,0,0,0,1,0,5,0,0,1,0,0,1414,41,24,54,102943,328985,18347,21224,62347,2245,21384,42435,30416,16397,103,79,29395,48216,3646,51980,457,123,56,39,982,68
9491,Red,0,0,1,0,0,0,0,2,0,0,0,0,0,1414,24,41,21,179672,179481,55184,29211,25815,3647,18394,64881,14218,8221,95,72,23281,80320,2287,41277,466,96,65,12,712,60
9492,Blue,1,0,1,0,1,1,0,5,0,1,2,0,0,1962,41,37,51,348777,275203,18456,78405,42718,5899,28804,63031,57248,14731,164,121,51378,65560,8191,64123,519,180,131,4,857,78
9493,Red,0,1,0,0,0,0,1,5,0,0,2,0,1,1962,36,41,52,160846,281846,51560,46993,39720,8192,43420,114553,39815,10438,157,130,80263,65054,5899,56373,446,129,91,5,1003,71
9494,Blue,1,1,0,0,0,1,0,4,0,0,2,0,0,1349,27,19,24,246208,196010,9489,28781,30320,811,18554,35444,30449,11971,98,102,19536,49921,1248,44819,463,140,95,8,1274,65
9495,Red,0,0,1,0,0,0,0,2,0,0,0,0,0,1349,19,27,18,135874,208823,10508,17897,29196,1247,10912,39242,11721,9295,59,40,29999,45536,811,40831,500,92,76,0,444,60
9496,Blue,0,1,1,0,0,0,0,3,0,0,0,0,0,1650,29,44,30,121365,305138,16780,25082,48802,2459,21284,73429,18516,11912,99,130,55719,66278,2661,48095,534,92,47,12,841,64
9497,Red,1,0,0,1,1,1,0,10,2,1,2,0,0,1650,44,29,64,282916,290891,12687,55455,42373,2663,49142,75543,57176,22430,131,100,28112,80761,6457,63289,541,155,80,36,748,77
9498,Blue,1,1,1,1,1,1,0,11,3,1,3,0,0,1659,41,23,55,141466,441653,29782,28714,55979,3356,17084,77864,61279,21208,113,118,42927,46774,7818,60779,544,187,76,58,807,76
9499,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1659,22,41,28,212170,143868,49102,41080,17425,7821,20554,89817,4900,1133,93,115,30501,76082,3355,45357,489,99,72,12,600,68
9500,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,948,13,25,18,47662,119635,6507,10406,23815,834,8911,30623,4039,2915,25,52,17952,33877,1468,26232,235,64,49,8,361,44
9501,Red,1,1,1,0,0,0,0,3,0,0,0,0,0,948,25,14,33,78555,167176,10368,17129,26256,1470,14112,45000,10942,10649,37,89,10719,40255,833,35731,350,68,46,13,620,49
9502,Blue,1,0,0,0,1,1,0,10,1,3,4,0,0,2617,74,51,103,597749,450250,48538,130062,71240,12351,89914,197365,115222,22098,190,238,54686,158187,12266,97285,767,195,116,8,1596,90
9503,Red,0,1,1,1,0,0,1,9,3,0,1,0,1,2617,50,74,51,243548,715708,38918,49133,113970,4266,33050,163575,56832,21537,144,121,132025,100533,12349,85206,743,210,135,41,1042,87
9504,Blue,0,1,0,0,0,0,0,1,0,0,0,0,0,1780,25,45,27,223290,231297,10106,47603,34673,2816,26643,55185,14161,3719,68,76,54699,56432,5597,48998,538,84,56,12,932,69
9505,Red,1,0,1,1,0,1,0,6,1,0,2,0,0,1780,44,26,48,326087,262453,31617,53612,35730,5597,42268,67478,31987,14333,150,102,48823,58988,2814,62629,598,187,91,48,1170,78
9506,Blue,1,1,1,1,0,0,0,6,1,0,0,0,0,1396,31,20,35,83671,300675,15327,17283,46365,2363,21312,31480,25104,15737,77,81,16157,42482,3724,45567,395,121,80,22,590,60
9507,Red,0,0,0,0,0,0,1,3,0,0,0,0,1,1396,20,31,16,84607,208538,26819,14844,24938,3726,16913,56543,29624,8119,72,61,18002,63013,2363,38704,378,78,62,4,554,54
9508,Blue,0,1,0,0,0,0,0,0,0,0,0,0,0,1592,23,41,28,148793,227763,34886,28754,24684,3159,21418,65257,6459,2291,72,74,34547,64071,3485,43853,452,88,78,4,559,64
9509,Red,1,0,1,1,1,1,1,10,2,1,3,0,1,1592,41,23,43,165627,337775,22644,33117,47509,3487,23675,51117,74349,23455,78,94,30045,59616,3157,57825,475,160,80,26,1308,72
9510,Blue,1,1,1,1,0,1,0,8,3,0,1,0,0,1587,46,24,54,190681,361178,22729,36630,67607,6186,34110,99722,19218,10322,96,84,59397,60862,2819,60218,528,125,80,9,1107,74
9511,Red,0,0,0,0,0,0,0,4,1,0,0,0,0,1587,24,46,30,314252,165987,21007,57799,23437,2822,14026,83591,18279,13083,82,76,39141,91539,6186,47341,429,134,115,4,891,69
9512,Blue,0,0,1,0,0,1,0,4,0,0,1,0,0,1766,27,37,31,203451,304299,21254,37447,35029,3827,14352,61481,35384,20642,99,83,22965,78815,3580,51662,580,109,68,23,732,68
9513,Red,1,1,0,1,1,0,0,11,2,1,2,0,0,1766,37,28,50,181449,430089,15137,21656,58858,3582,37288,87859,51322,18463,127,109,40711,68278,8185,62534,625,146,90,14,851,79
9514,Blue,0,1,0,0,0,0,0,1,0,0,0,0,0,1594,28,45,34,174814,223298,29287,39571,31819,4319,26497,62055,6295,3917,84,76,42535,78734,3167,48471,479,120,91,3,822,66
9515,Red,1,0,1,1,0,1,1,8,2,0,3,0,1,1594,45,28,43,245048,283562,27182,40413,52452,3168,21982,62863,56164,14711,79,90,40441,57401,4318,56542,481,163,88,30,672,71
9516,Blue,1,1,1,1,1,1,0,9,2,1,3,0,0,1480,37,19,26,160866,356142,37375,26178,50932,2932,29062,65092,65910,22750,85,59,30756,53643,6421,55732,508,178,106,18,722,71
9517,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,19,37,28,94760,236371,23422,27957,29441,4422,16644,61431,9146,4062,93,102,28820,65007,2931,40096,411,105,89,0,962,61
